column1,enrollments,h1,institution,language,level,pace,price,subject,time_duration,url,video_transcript
944,"65,459","Hollywood: History, Industry, Art",PennX,English,Introductory,Self-paced - Progress at your own speed,13935,Communication,4 weeks - 3–4 hours per week,https://www.edx.org/course/hollywood-history-industry-art?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=13&results_level=second-level-results&search_index=product&term=&campaign=Hollywood%3A+History%2C+Industry%2C+Art&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
945,"7,691",Introduction to RISC-V,LinuxFoundationX,English,Introductory,Self-paced - Progress at your own speed,15585,Computer Science,7 weeks - 1–2 hours per week,https://www.edx.org/course/introduction-to-risc-v?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=14&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+RISC-V&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
946,-,Technical Support Basics for Everyone,IBM,English,Introductory,Self-paced - Progress at your own speed,4040,Computer Science,5 weeks - 9–12 hours per week,https://www.edx.org/course/technical-support-basics-for-everyone?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=15&results_level=second-level-results&search_index=product&term=&campaign=Technical+Support+Basics+for+Everyone&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
947,"24,029",ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,UPValenciaX,Español,Introductory,Self-paced - Progress at your own speed,2639,Social Sciences,6 weeks - 3–4 hours per week,https://www.edx.org/course/ods-en-la-agenda-2030-de-las-naciones-unidas-retos?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=17&results_level=second-level-results&search_index=product&term=&campaign=ODS+en+la+Agenda+2030+de+las+Naciones+Unidas%3A%C2%A0Retos+de+los+Objetivos+de+Desarrollo+Sostenible&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch," English, Español"
948,"5,641",Relational Database Basics,IBM,English,Introductory,Self-paced - Progress at your own speed,8163,Data Analysis & Statistics,4 weeks - 2–3 hours per week,https://www.edx.org/course/relational-database-basics?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=18&results_level=second-level-results&search_index=product&term=&campaign=Relational+Database+Basics&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,NA
949,-,The Industry and Profession in Construction Management,UMD,English,Intermediate,Self-paced - Progress at your own speed,16409,USMx,4 weeks - 2–3 hours per week,https://www.edx.org/course/the-industry-and-profession-in-construction-management?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=19&results_level=second-level-results&search_index=product&term=&campaign=The+Industry+and+Profession+in+Construction+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
950,"45,927",Deep Learning Fundamentals with Keras,IBM,English,Intermediate,Self-paced - Progress at your own speed,8163,Data Analysis & Statistics,5 weeks - 2–4 hours per week,https://www.edx.org/course/deep-learning-fundamentals-with-keras?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=20&results_level=second-level-results&search_index=product&term=&campaign=Deep+Learning+Fundamentals+with+Keras&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
951,-,Changing Behaviour for Sustainable Development,SDGAcademyX,English,Introductory,Self-paced - Progress at your own speed,0,Social Sciences,7 weeks - 2–4 hours per week,https://www.edx.org/course/behaviour-change?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=21&results_level=second-level-results&search_index=product&term=&campaign=Changing+Behaviour+for+Sustainable+Development&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
952,-,Entropy and Equilibria,HarvardX,English,Introductory,Self-paced - Progress at your own speed,20532,Chemistry,10 weeks - 4–8 hours per week,https://www.edx.org/course/university-chemistry-entropy-and-equilibria-2?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=22&results_level=second-level-results&search_index=product&term=&campaign=Entropy+and+Equilibria&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
953,"9,128",Building a RISC-V CPU Core,LinuxFoundationX,English,Introductory,Self-paced - Progress at your own speed,15585,Computer Science,7 weeks - 1–2 hours per week,https://www.edx.org/course/building-a-risc-v-cpu-core?index=product&queryID=c58afb15f52a9bad6e4a3bfa70ef8c73&position=23&results_level=second-level-results&search_index=product&term=&campaign=Building+a+RISC-V+CPU+Core&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
954,"31,953",Gestión del estrés y Mindfulness,AnahuacX,Español,Introductory,Self-paced - Progress at your own speed,4040,Health & Safety,4 weeks - 4–5 hours per week,https://www.edx.org/course/gestion-del-estres-y-mindfulness-2?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=1&results_level=second-level-results&search_index=product&term=&campaign=Gesti%C3%B3n+del+estr%C3%A9s+y+Mindfulness&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
955,"16,290",Drones for Agriculture: Prepare and Design Your Drone (UAV) Mission,WageningenX,English,Intermediate,Self-paced - Progress at your own speed,13935,Data Analysis & Statistics,3 weeks - 4–8 hours per week,https://www.edx.org/course/drones-for-agriculture-prepare-and-design-your-dro?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=2&results_level=second-level-results&search_index=product&term=&campaign=Drones+for+Agriculture%3A+Prepare+and+Design+Your+Drone+%28UAV%29+Mission&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
956,"10,439",Efficient HVAC Systems,DelftX,English,Intermediate,Self-paced - Progress at your own speed,11462,Architecture,7 weeks - 4–6 hours per week,https://www.edx.org/course/distribution-and-control-of-heat-cold-and-air-flows-in-buildings?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=4&results_level=second-level-results&search_index=product&term=&campaign=Efficient+HVAC+Systems&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
957,"6,418","Policy for Science, Technology and Innovation",MITx,English,Intermediate,Self-paced - Progress at your own speed,13935,Social Sciences,8 weeks - 3–5 hours per week,https://www.edx.org/course/policy-for-science-technology-and-innovation?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=6&results_level=second-level-results&search_index=product&term=&campaign=Policy+for+Science%2C+Technology+and+Innovation&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
958,"15,803",Negociación exitosa: Estrategias y habilidades esenciales (en español),MichiganX,Español,Introductory,Self-paced - Progress at your own speed,5690,Business & Management,7 weeks - 2–4 hours per week,https://www.edx.org/course/negociacion-exitosa-estrategias-y-habilidades-esenciales-en-espanol?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=7&results_level=second-level-results&search_index=product&term=&campaign=Negociaci%C3%B3n+exitosa%3A+Estrategias+y+habilidades+esenciales+%28en+espa%C3%B1ol%29&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
959,"12,966",Automata Theory,StanfordOnline,English,Advanced,Self-paced - Progress at your own speed,10637,Computer Science,7 weeks - 5–10 hours per week,https://www.edx.org/course/automata-theory?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=8&results_level=second-level-results&search_index=product&term=&campaign=Automata+Theory&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
960,"52,973",Diseña presentaciones eficaces con Powerpoint,UPValenciaX,English,Introductory,Self-paced - Progress at your own speed,4123,Computer Science,3 weeks - 4–10 hours per week,https://www.edx.org/course/disena-presentaciones-eficaces-con-powerpoint?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=9&results_level=second-level-results&search_index=product&term=&campaign=Dise%C3%B1a+presentaciones+eficaces+con+Powerpoint&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,NA
961,-,Lean Six Sigma Program and Project Management,ISCEA,English,Introductory,Self-paced - Progress at your own speed,16409,Business & Management,3 weeks - 2–4 hours per week,https://www.edx.org/course/lean-six-sigma-program-and-project-management?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=11&results_level=second-level-results&search_index=product&term=&campaign=Lean+Six+Sigma+Program+and+Project+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
962,"31,867",Data Science Tools,IBM,English,Introductory,Self-paced - Progress at your own speed,8163,Data Analysis & Statistics,7 weeks - 3–7 hours per week,https://www.edx.org/course/data-science-tools?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=12&results_level=second-level-results&search_index=product&term=&campaign=Data+Science+Tools&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
963,"37,146",Bases Matemáticas: Números y terminología,UPValenciaX,Español,Intermediate,Self-paced - Progress at your own speed,2391,Math,4 weeks - 3–4 hours per week,https://www.edx.org/course/bases-matematicas-numeros-y-terminologia?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=13&results_level=second-level-results&search_index=product&term=&campaign=Bases+Matem%C3%A1ticas%3A+N%C3%BAmeros+y+terminolog%C3%ADa&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
964,"7,951",PM4R Agile: mentalidad ágil en proyectos de desarrollo,IDBx,Español,Intermediate,Self-paced - Progress at your own speed,1567,Business & Management,10 weeks - 1–2 hours per week,https://www.edx.org/course/pm4r-agile-mentalidad-agil-en-proyectos-de-desarrollo?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=14&results_level=second-level-results&search_index=product&term=&campaign=PM4R+Agile%3A+mentalidad+%C3%A1gil+en+proyectos+de+desarrollo&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Español
965,"6,503",Introduction to Probability Management,StanfordOnline,English,Introductory,Self-paced - Progress at your own speed,7339,Data Analysis & Statistics,10 weeks - 1–5 hours per week,https://www.edx.org/course/introduction-to-probability-management?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=15&results_level=second-level-results&search_index=product&term=&campaign=Introduction+to+Probability+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
966,"9,435",Web Application Technologies and Django,MichiganX,English,Intermediate,Self-paced - Progress at your own speed,4040,Computer Science,5 weeks - 2–4 hours per week,https://www.edx.org/course/web-application-technologies-and-django?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=16&results_level=second-level-results&search_index=product&term=&campaign=Web+Application+Technologies+and+Django&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
967,"7,632",Embedded Systems Essentials with Arm: Get Practical with Hardware,ArmEducationX,English,Intermediate,Self-paced - Progress at your own speed,8163,Computer Science,10 weeks - 3–6 hours per week,https://www.edx.org/course/embedded-systems-essentials-with-arm-get-practical-with-hardware?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=17&results_level=second-level-results&search_index=product&term=&campaign=Embedded+Systems+Essentials+with+Arm%3A+Get+Practical+with+Hardware&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
968,"12,739",Mining Massive Datasets,StanfordOnline,English,Advanced,Self-paced - Progress at your own speed,12286,Computer Science,7 weeks - 5–10 hours per week,https://www.edx.org/course/mining-massive-datasets?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=18&results_level=second-level-results&search_index=product&term=&campaign=Mining+Massive+Datasets&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
969,"88,264",Islam Through Its Scriptures,HarvardX,English,Introductory,Self-paced - Progress at your own speed,8988,Humanities,4 weeks - 5–10 hours per week,https://www.edx.org/course/islam-through-its-scriptures?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=19&results_level=second-level-results&search_index=product&term=&campaign=Islam+Through+Its+Scriptures&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
970,"19,787",La gestion des ressources humaines,HECMontrealX,Français,Introductory,Self-paced - Progress at your own speed,16409,Business & Management,7 weeks - 1–2 hours per week,https://www.edx.org/course/la-gestion-des-ressources-humaines-2?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=21&results_level=second-level-results&search_index=product&term=&campaign=La+gestion+des+ressources+humaines&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, Français
971,"26,672",Java Programming Fundamentals,GalileoX,English,Intermediate,Self-paced - Progress at your own speed,3216,Engineering,5 weeks - 8–10 hours per week,https://www.edx.org/course/java-programming-fundamentals?index=product&queryID=e97e5edf4a19f9f9bf791ee3d8297232&position=22&results_level=second-level-results&search_index=product&term=&campaign=Java+Programming+Fundamentals&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch, English
